whole,part,jj,result1,result2,result3
rose,leaf,poor,probably,pjj-nonsense,pjj-nonsense
picture,watermark,true,guaranteed,pjj-nonsense,guaranteed
baby,shadow,poor,unrelated,pjj-nonsense,pjj-nonsense
baby,shadow,grey,unrelated,unrelated,impossible
baby,shadow,young,impossible,probably,guaranteed
buggy,wheel,open,pjj-nonsense,guaranteed,impossible
buggy,wheel,light,guaranteed,unrelated,unlikely
buggy,wheel,white,unrelated,unrelated,unrelated
buggy,wheel,old,probably,guaranteed,probably
truck,plate,open,pjj-nonsense,unlikely,impossible
truck,plate,white,unrelated,unrelated,unrelated
truck,plate,old,probably,probably,unlikely
laptop,cable,old,guaranteed,probably,probably
laptop,cable,wireless,impossible,impossible,impossible
laptop,cable,open,pjj-nonsense,impossible,unrelated
laptop,cable,black,probably,unrelated,probably
laptop,cable,closed,pjj-nonsense,impossible,impossible
laptop,cable,typical,unrelated,unrelated,guaranteed
hair,clip,short,unrelated,unrelated,unrelated
hair,clip,long,unrelated,unrelated,unrelated
hair,clip,white,unrelated,unrelated,unrelated
girl,sock,old,unrelated,unrelated,unlikely
ostrich,leg,black,unrelated,unrelated,unlikely
ostrich,leg,male,guaranteed,guaranteed,guaranteed
ostrich,leg,american,guaranteed,guaranteed,guaranteed
sky,part,hazy,probably,guaranteed,probably
sky,part,open,pjj-nonsense,guaranteed,probably
sky,part,dark,probably,guaranteed,probably
sky,part,clear,probably,guaranteed,guaranteed
sky,part,sunny,probably,guaranteed,guaranteed
sky,part,cloudy,probably,guaranteed,probably
woman,suitcase,beautiful,unrelated,impossible,unrelated
woman,back,elderly,guaranteed,guaranteed,guaranteed
woman,back,walking,guaranteed,impossible,guaranteed
woman,back,beautiful,probably,unrelated,unrelated
woman,back,poor,unrelated,pjj-nonsense,guaranteed
orange,stem,bright,unlikely,unrelated,unrelated
orange,stem,round,guaranteed,guaranteed,unrelated
orange,stem,orange,unlikely,unrelated,unlikely
orange,stem,pale,unlikely,unrelated,unrelated
orange,stem,deep,pjj-nonsense,unrelated,pjj-nonsense
road,shadow,old,impossible,impossible,unlikely
road,shadow,clean,probably,guaranteed,impossible
road,shadow,narrow,unrelated,unrelated,guaranteed
road,shadow,grey,impossible,probably,impossible
road,shadow,open,impossible,guaranteed,impossible
road,shadow,empty,guaranteed,guaranteed,probably
road,shadow,long,guaranteed,unrelated,guaranteed
airport,tower,long,unrelated,probably,unrelated
airport,tower,terminal,pjj-nonsense,guaranteed,guaranteed
airport,tower,municipal,guaranteed,guaranteed,guaranteed
boy,neck,nice,unrelated,unrelated,unrelated
boy,neck,dear,pjj-nonsense,unrelated,unrelated
boy,neck,young,guaranteed,guaranteed,guaranteed
boat,ramp,white,probably,probably,unrelated
boat,ramp,open,unrelated,guaranteed,guaranteed
boat,ramp,old,probably,guaranteed,unrelated
boat,ramp,wooden,probably,probably,unrelated
curtain,tie,clean,probably,guaranteed,probably
curtain,tie,long,unrelated,unrelated,unlikely
curtain,tie,white,probably,probably,probably
curtain,tie,heavy,impossible,unrelated,unlikely
container,strawberry,white,impossible,impossible,unlikely
dress shirt,collar,clean,guaranteed,probably,guaranteed
dress shirt,collar,red,probably,guaranteed,guaranteed
vehicle,headlight,electric,guaranteed,guaranteed,guaranteed
room,wall,empty,unrelated,guaranteed,guaranteed
room,wall,inner,guaranteed,guaranteed,guaranteed
room,wall,private,guaranteed,guaranteed,guaranteed
room,wall,darkened,unrelated,guaranteed,guaranteed
bus,sign,old,probably,probably,unrelated
bus,sign,public,guaranteed,guaranteed,guaranteed
bus,sign,black,unrelated,unrelated,unlikely
bus,sign,external,guaranteed,wjj-nonsense,guaranteed
bus,sign,colorful,unrelated,unrelated,unlikely
hotdog,onion,brown,unrelated,unrelated,unlikely
hotdog,onion,burnt,unrelated,probably,unrelated
field,shrub,open,pjj-nonsense,guaranteed,unrelated
field,shrub,overgrown,probably,probably,probably
shrubbery,leaf,dense,unlikely,guaranteed,guaranteed
shrubbery,leaf,thick,unlikely,probably,guaranteed
shrubbery,leaf,low,guaranteed,guaranteed,guaranteed
shrubbery,leaf,dry,probably,guaranteed,guaranteed
shrubbery,leaf,green,probably,guaranteed,guaranteed
shrubbery,leaf,ornamental,guaranteed,guaranteed,guaranteed
shrubbery,leaf,short,unrelated,probably,guaranteed
tennis player,knee,poor,guaranteed,pjj-nonsense,pjj-nonsense
plate,side,white,guaranteed,guaranteed,probably
plate,side,dirty,probably,probably,probably
plate,side,flat,unrelated,probably,guaranteed
plate,side,round,guaranteed,guaranteed,guaranteed
plate,side,thin,guaranteed,guaranteed,guaranteed
plate,side,together,guaranteed,guaranteed,pjj-nonsense
plate,side,empty,guaranteed,guaranteed,probably
steer,tail,clear,probably,guaranteed,impossible
steer,tail,brown,probably,probably,probably
steer,tail,young,guaranteed,guaranteed,guaranteed
banner,number,royal,pjj-nonsense,guaranteed,impossible
banner,number,white,unlikely,impossible,unlikely
banner,number,sacred,unlikely,guaranteed,unlikely
banner,number,national,pjj-nonsense,guaranteed,impossible
bear,shirt,white,unrelated,unlikely,unlikely
bear,shirt,stuffed,unlikely,impossible,guaranteed
plane,part,horizontal,probably,guaranteed,guaranteed
plane,part,vertical,wjj-nonsense,guaranteed,guaranteed
plane,part,white,probably,probably,probably
plane,part,focal,pjj-nonsense,pjj-nonsense,pjj-nonsense
boat,covering,open,impossible,pjj-nonsense,guaranteed
boat,covering,white,unrelated,unlikely,probably
boat,covering,old,unrelated,unlikely,guaranteed
boat,covering,wooden,unlikely,impossible,guaranteed
head,dot,dark,unlikely,unlikely,unrelated
airplane,flag,light,guaranteed,unrelated,unrelated
airplane,flag,commercial,unrelated,guaranteed,guaranteed
airplane,flag,white,impossible,unrelated,unrelated
airplane,flag,conventional,unrelated,guaranteed,guaranteed
airplane,flag,american,guaranteed,guaranteed,guaranteed
airplane,flag,private,unrelated,unrelated,guaranteed
box,flap,safe,guaranteed,unlikely,probably
box,flap,appropriate,pjj-nonsense,probably,guaranteed
box,flap,cardboard,guaranteed,guaranteed,guaranteed
box,flap,wooden,guaranteed,probably,guaranteed
bench,backrest,hard,probably,guaranteed,guaranteed
bench,backrest,wooden,probably,guaranteed,guaranteed
toilet,stain,white,unrelated,impossible,unrelated
toilet,stain,clear,unrelated,impossible,unlikely
splash,part,white,guaranteed,guaranteed,probably
splash,part,tremendous,probably,guaranteed,probably
splash,part,heavy,probably,probably,probably
splash,part,mighty,probably,guaranteed,probably
splash,part,huge,probably,guaranteed,probably
splash,part,loud,pjj-nonsense,guaranteed,probably
splash,part,high,probably,guaranteed,probably
guy,head,bald,guaranteed,guaranteed,guaranteed
guy,head,nice,unrelated,probably,unrelated
guy,head,old,guaranteed,guaranteed,guaranteed
guy,head,young,guaranteed,guaranteed,guaranteed
guy,head,poor,unrelated,guaranteed,guaranteed
water,shore,blue,unlikely,guaranteed,unlikely
water,shore,calm,unrelated,guaranteed,unrelated
water,shore,warm,probably,guaranteed,probably
water,shore,clear,impossible,unrelated,impossible
owl,eye,white,unlikely,unlikely,probably
owl,eye,old,guaranteed,guaranteed,unrelated
woman,racket,beautiful,unrelated,unrelated,unrelated
woman,racket,poor,pjj-nonsense,unrelated,pjj-nonsense
counter,pattern,liquid,pjj-nonsense,guaranteed,guaranteed
counter,pattern,wooden,guaranteed,probably,guaranteed
counter,pattern,used,pjj-nonsense,guaranteed,guaranteed
counter,pattern,clean,guaranteed,guaranteed,guaranteed
counter,pattern,black,probably,unlikely,probably
counter,pattern,electronic,impossible,impossible,guaranteed
counter,pattern,long,probably,probably,guaranteed
banana,edge,wild,guaranteed,guaranteed,guaranteed
banana,edge,green,guaranteed,guaranteed,guaranteed
banana,edge,sliced,guaranteed,guaranteed,probably
dog,patch,dead,guaranteed,impossible,guaranteed
dog,patch,white,probably,impossible,unlikely
dog,patch,old,guaranteed,probably,guaranteed
dog,patch,mad,impossible,impossible,pjj-nonsense
dog,patch,sweet,impossible,impossible,pjj-nonsense
panda,nose,white,unlikely,unlikely,probably
panda,nose,stuffed,unrelated,probably,guaranteed
panda,nose,dirty,probably,probably,guaranteed
panda,nose,young,guaranteed,guaranteed,guaranteed
panda,nose,female,guaranteed,guaranteed,guaranteed
teddy,nose,brown,unrelated,probably,unlikely
teddy,nose,dear,pjj-nonsense,pjj-nonsense,guaranteed
teddy,nose,old,probably,guaranteed,guaranteed
teddy,nose,young,probably,guaranteed,guaranteed
teddy,nose,poor,pjj-nonsense,pjj-nonsense,guaranteed
duck,neck,fat,probably,guaranteed,probably
duck,neck,white,probably,probably,probably
jean,part,dear,unrelated,guaranteed,pjj-nonsense
jean,part,old,guaranteed,guaranteed,guaranteed
jean,part,poor,unrelated,guaranteed,pjj-nonsense
jean,part,young,guaranteed,guaranteed,wjj-nonsense
plane,shadow,horizontal,impossible,guaranteed,guaranteed
plane,shadow,vertical,impossible,guaranteed,guaranteed
plane,shadow,white,impossible,unrelated,impossible
car,grill,open,unlikely,impossible,unrelated
car,grill,old,probably,guaranteed,probably
car,grill,red,unlikely,unrelated,unrelated
blue sky,cloud,dark,unrelated,probably,unrelated
blue sky,cloud,clear,unrelated,unrelated,impossible
chair,cushion,comfortable,unrelated,guaranteed,guaranteed
chair,cushion,empty,guaranteed,pjj-nonsense,guaranteed
chair,cushion,purple,impossible,impossible,unrelated
cabinet,knob,inner,guaranteed,impossible,pjj-nonsense
cabinet,knob,white,probably,unlikely,unrelated
zebra,neck,dead,guaranteed,guaranteed,guaranteed
zebra,neck,tall,guaranteed,probably,guaranteed
zebra,neck,brown,guaranteed,guaranteed,probably
zebra,neck,young,guaranteed,guaranteed,guaranteed
zebra,neck,true,pjj-nonsense,pjj-nonsense,guaranteed
zebra,neck,female,guaranteed,guaranteed,guaranteed
zebra,neck,striped,guaranteed,guaranteed,guaranteed
refrigerator,bottom,white,probably,probably,probably
refrigerator,bottom,open,impossible,impossible,unrelated
refrigerator,bottom,old,guaranteed,guaranteed,probably
guy,board,nice,pjj-nonsense,unrelated,unrelated
guy,board,old,unrelated,unrelated,unrelated
guy,board,poor,pjj-nonsense,unrelated,pjj-nonsense
human,head,basic,pjj-nonsense,guaranteed,pjj-nonsense
human,head,ordinary,pjj-nonsense,guaranteed,probably
human,head,grey,wjj-nonsense,probably,guaranteed
glass,liquid,empty,pjj-nonsense,guaranteed,guaranteed
glass,liquid,used,unlikely,guaranteed,guaranteed
glass,liquid,colored,unrelated,guaranteed,unrelated
glass,liquid,clear,unrelated,guaranteed,unrelated
engine,number,stationary,guaranteed,guaranteed,guaranteed
engine,number,old,probably,guaranteed,probably
engine,number,powerful,impossible,impossible,impossible
engine,number,blue,unrelated,unlikely,unlikely
engine,number,internal,probably,guaranteed,wjj-nonsense
wall,sign,white,unlikely,unlikely,unrelated
wall,sign,anterior,impossible,guaranteed,guaranteed
wall,sign,high,impossible,guaranteed,unrelated
wall,sign,lateral,unlikely,guaranteed,word-nonsense
wall,sign,posterior,unlikely,unrelated,guaranteed
purse,handle,empty,pjj-nonsense,impossible,unrelated
purse,handle,long,unrelated,probably,unrelated
purse,handle,public,guaranteed,guaranteed,guaranteed
purse,handle,purple,probably,probably,guaranteed
track,grass,blue,unlikely,unrelated,impossible
track,grass,old,unrelated,unrelated,unrelated
tower,clock,tall,guaranteed,unrelated,probably
tower,clock,white,unrelated,unrelated,unrelated
tower,clock,old,probably,unrelated,probably
tower,clock,round,unrelated,unrelated,probably
tower,clock,high,guaranteed,probably,guaranteed
bowl,cereal,golden,unrelated,unrelated,unrelated
pole,shadow,posterior,guaranteed,guaranteed,guaranteed
pole,shadow,tall,guaranteed,guaranteed,probably
pole,shadow,long,guaranteed,guaranteed,probably
pole,shadow,green,impossible,impossible,unrelated
banner,logo,red,impossible,impossible,unrelated
pole,hole,posterior,pjj-nonsense,unrelated,guaranteed
pole,hole,tall,unrelated,unlikely,unrelated
pole,hole,long,probably,unlikely,unrelated
pole,hole,green,guaranteed,impossible,guaranteed
kitchen,cupboard,old,probably,probably,guaranteed
kitchen,cupboard,warm,probably,pjj-nonsense,probably
kitchen,cupboard,dark,probably,probably,probably
kitchen,cupboard,communal,guaranteed,guaranteed,pjj-nonsense
kitchen,cupboard,tiny,probably,probably,guaranteed
woman,band,beautiful,unrelated,unrelated,unrelated
woman,band,poor,unrelated,unrelated,pjj-nonsense
hot dog,ketchup,old,unrelated,unrelated,probably
streetlight,globe,black,unlikely,unlikely,unlikely
streetlight,globe,thin,unrelated,unrelated,unlikely
streetlight,globe,distant,guaranteed,guaranteed,guaranteed
streetlight,globe,dim,impossible,guaranteed,guaranteed
cattle,leg,far,guaranteed,guaranteed,guaranteed
cattle,leg,domestic,guaranteed,guaranteed,guaranteed
cattle,leg,white,probably,probably,probably
cattle,leg,young,guaranteed,guaranteed,guaranteed
pole,stoplight,long,unlikely,unrelated,impossible
bear,butt,white,guaranteed,probably,guaranteed
donut,center,golden,guaranteed,probably,probably
donut,center,round,guaranteed,guaranteed,guaranteed
donut,center,blue,guaranteed,unrelated,probably
donut,center,plain,guaranteed,guaranteed,probably
donut,center,circular,guaranteed,guaranteed,guaranteed
shirt,symbol,red,unlikely,unrelated,unlikely
bathroom,seat,adjoining,pjj-nonsense,pjj-nonsense,pjj-nonsense
bathroom,seat,upstairs,guaranteed,guaranteed,guaranteed
bathroom,seat,white,probably,unrelated,unrelated
bathroom,seat,private,guaranteed,guaranteed,guaranteed
bathroom,seat,shared,guaranteed,probably,guaranteed
bathroom,seat,tiny,guaranteed,probably,unlikely
tub,water,white,guaranteed,unlikely,probably
tub,water,old,unrelated,unrelated,impossible
tub,water,wooden,impossible,impossible,impossible
tub,water,round,guaranteed,probably,guaranteed
tub,water,huge,pjj-nonsense,unrelated,guaranteed
tub,water,deep,guaranteed,probably,guaranteed
tub,water,plastic,impossible,impossible,impossible
sink,tap,old,guaranteed,guaranteed,probably
sink,tap,sun,pjj-nonsense,wjj-nonsense,pjj-nonsense
sink,tap,shiny,guaranteed,probably,probably
sink,tap,clean,guaranteed,probably,probably
sink,tap,dry,guaranteed,probably,probably
paw,claw,white,unrelated,unrelated,unlikely
paw,claw,massive,guaranteed,probably,probably
paw,claw,hairy,unrelated,unlikely,unlikely
paw,claw,heavy,unlikely,unlikely,unlikely
paw,claw,huge,guaranteed,probably,probably
baseball player,back,defensive,guaranteed,guaranteed,probably
baseball player,back,poor,unrelated,guaranteed,pjj-nonsense
baseball player,back,offensive,guaranteed,guaranteed,unrelated
tail,fur,straight,unrelated,guaranteed,guaranteed
tail,fur,long,unrelated,guaranteed,guaranteed
tail,fur,short,unrelated,guaranteed,guaranteed
tail,fur,grey,probably,probably,guaranteed
cat,reflection,white,guaranteed,impossible,probably
cat,reflection,old,impossible,guaranteed,impossible
lid,hole,wooden,pjj-nonsense,guaranteed,guaranteed
lid,hole,blue,pjj-nonsense,guaranteed,guaranteed
lid,hole,heavy,pjj-nonsense,unrelated,impossible
lid,hole,open,unrelated,guaranteed,guaranteed
lid,hole,tight,pjj-nonsense,unrelated,unrelated
lid,hole,plastic,guaranteed,guaranteed,guaranteed
bathroom,window,adjoining,unrelated,guaranteed,pjj-nonsense
bathroom,window,upstairs,guaranteed,guaranteed,guaranteed
bathroom,window,white,probably,unrelated,unlikely
bathroom,window,tiled,pjj-nonsense,unlikely,unlikely
bathroom,window,private,unrelated,guaranteed,guaranteed
bathroom,window,shared,guaranteed,guaranteed,probably
bathroom,window,tiny,probably,probably,guaranteed
umbrella,pattern,open,unrelated,pjj-nonsense,guaranteed
umbrella,pattern,white,unrelated,unlikely,probably
laptop,corner,old,guaranteed,guaranteed,guaranteed
laptop,corner,open,probably,guaranteed,guaranteed
laptop,corner,black,guaranteed,probably,guaranteed
laptop,corner,closed,guaranteed,guaranteed,guaranteed
laptop,corner,typical,guaranteed,probably,guaranteed
keyboard,edge,virtual,guaranteed,guaranteed,guaranteed
keyboard,edge,white,probably,probably,guaranteed
keyboard,edge,terminal,guaranteed,pjj-nonsense,guaranteed
keyboard,edge,electronic,impossible,guaranteed,guaranteed
snowboard,lettering,red,unrelated,impossible,unrelated
snowboarder,coat,professional,guaranteed,pjj-nonsense,unrelated
stove,top,white,unrelated,impossible,probably
stove,top,old,guaranteed,probably,guaranteed
stove,top,warm,guaranteed,guaranteed,probably
stove,top,hot,guaranteed,guaranteed,probably
stove,top,electric,guaranteed,guaranteed,guaranteed
people,shadow,old,guaranteed,impossible,impossible
people,shadow,american,unrelated,guaranteed,impossible
people,shadow,young,guaranteed,guaranteed,impossible
referee,shirt,black,unrelated,unrelated,unrelated
banana,spot,ripe,probably,probably,guaranteed
banana,spot,wild,pjj-nonsense,probably,pjj-nonsense
banana,spot,green,probably,impossible,unrelated
tub,faucet,old,guaranteed,probably,guaranteed
tub,faucet,wooden,impossible,unlikely,impossible
light,sign,bright,unrelated,guaranteed,unlikely
light,sign,white,unrelated,impossible,unrelated
suitcase,lock,old,guaranteed,probably,probably
suitcase,lock,heavy,unlikely,unlikely,unlikely
suitcase,lock,open,guaranteed,probably,guaranteed
suitcase,lock,black,unrelated,probably,unlikely
suitcase,lock,dark,unrelated,probably,unlikely
suitcase,lock,empty,impossible,unrelated,impossible
truck,line,open,pjj-nonsense,impossible,probably
truck,line,white,probably,unlikely,guaranteed
truck,line,old,guaranteed,probably,guaranteed
dish,soap,hot,guaranteed,probably,probably
dish,soap,white,unrelated,unrelated,unrelated
elephant,belly,red,probably,guaranteed,guaranteed
elephant,belly,young,guaranteed,guaranteed,guaranteed
head,mouth,dark,unrelated,probably,unrelated
floor,tile,polished,guaranteed,guaranteed,guaranteed
floor,tile,wooden,impossible,unrelated,impossible
floor,tile,grey,guaranteed,guaranteed,guaranteed
floor,tile,bare,probably,guaranteed,guaranteed
floor,tile,concrete,guaranteed,unrelated,guaranteed
clock,tower,tall,guaranteed,unrelated,guaranteed
clock,tower,old,guaranteed,guaranteed,probably
clock,tower,antique,guaranteed,unlikely,probably
clock,tower,green,probably,unlikely,unrelated
clock,tower,internal,probably,pjj-nonsense,pjj-nonsense
sheep,spot,fetal,pjj-nonsense,guaranteed,impossible
sheep,spot,eating,impossible,impossible,impossible
sheep,spot,grazing,impossible,guaranteed,impossible
boat,interior,white,probably,probably,probably
boat,interior,old,guaranteed,probably,guaranteed
boat,interior,wooden,guaranteed,probably,unrelated
boat,interior,open,probably,guaranteed,guaranteed
boat,interior,tiny,guaranteed,guaranteed,guaranteed
guy,glass,bald,unrelated,impossible,impossible
guy,glass,nice,pjj-nonsense,unrelated,unrelated
guy,glass,old,probably,unrelated,unrelated
guy,glass,young,unrelated,unrelated,unrelated
guy,glass,poor,pjj-nonsense,unrelated,unrelated
boat,bottom,white,guaranteed,probably,unrelated
boat,bottom,old,guaranteed,guaranteed,probably
boat,bottom,wooden,guaranteed,guaranteed,guaranteed
boat,bottom,open,impossible,unrelated,pjj-nonsense
boat,bottom,tiny,guaranteed,guaranteed,guaranteed
girl,surfboard,old,unrelated,unrelated,unrelated
sand,shadow,wet,unrelated,guaranteed,probably
sand,shadow,fine,unrelated,guaranteed,pjj-nonsense
sand,shadow,white,unlikely,impossible,guaranteed
sand,shadow,dirty,impossible,unlikely,probably
bus,side,old,probably,guaranteed,guaranteed
bus,side,public,guaranteed,guaranteed,guaranteed
bus,side,crowded,impossible,unrelated,probably
bus,side,black,probably,probably,probably
bus,side,external,guaranteed,guaranteed,guaranteed
bus,side,colorful,probably,guaranteed,probably
